commit	val_bpb	memory_gb	status	description	delta	strategy	rationale
261b04e	1.174209	8.8	discard	x0_lambdas init 0.10 to 0.095 (full run)	1.000	BREAK	δ=1.0 last-10; full train completed; val_bpb worse than best 1.105803; reset 0c87425
88caf9c	1.174209	8.8	discard	Muon momentum ramp step/300 to step/250	1.000	BREAK	δ=1.0; run.log val identical to x0 run (suspect cache/log); worse than best 1.105803; reset 0c87425
b19ad6a	1.110576	8.8	discard	Block MLP-before-attention order (residual stack)	1.000	BREAK	S=RR=1 ID=0 δ=1.0 rule3; structural layer-order BREAK; val_bpb worse than best 1.105803; reset 0c87425
ef9626e	1.072368	8.8	keep	non-Hopper SDPA: stop forcing flash SDP off (PyTorch default)	1.000	BREAK	δ=1.0 rule3; higher tok/s and more steps in 300s; val_bpb improved vs best 1.105803
9d5e88a	1.072325	8.8	keep	merge gc/math/os/time imports; drop FA3 comment line	0.349	SIMPLIFY	0.3≤δ≤0.7 rule4 post-SDPA-keep; math-preserving line trim; val_bpb improved vs 1.072368
0723015	1.081601	8.3	discard	2:1 GQA n_kv=max(1,n_head//2) three-head→one-KV	0.840	BREAK	δ>0.7 rule3; aggressive GQA hurts capacity; val_bpb worse than best 1.072325; reset 9d5e88a
7987457	1.072516	8.8	discard	float32 matmul precision high to medium	0.840	BREAK	δ>0.7 rule3; throughput tweak; val_bpb worse than best 1.072325; reset 9d5e88a
53746a1	1.072423	8.8	discard	RoPE base 446000 to 446200	0.840	BREAK	δ>0.7 rule3; θ micro-sweep; val_bpb worse than best 1.072325; reset 9d5e88a
304d789	1.072700	8.8	discard	sandwich Pre-LN Block MLP on norm(post-attn h)	0.840	BREAK	δ>0.7 stagnation last-k; residual-path BREAK; val_bpb worse than best 1.072325; reset 9d5e88a
3d3a10a	1.212001	8.8	discard	RoPE base 446000 to 445500	0.840	BREAK	δ>0.7; θ lower BREAK; val_bpb far worse than best 1.072325; reset 9d5e88a
bee56da	1.072503	8.8	discard	enable flash/mem_efficient/math SDPA backends (non-Hopper)	0.840	BREAK	δ>0.7; kernel-selection BREAK; val_bpb worse than best 1.072325; reset 9d5e88a
c682dac	1.074118	8.8	discard	RoPE base 446000 to 449000	0.840	BREAK	δ=0.84>0.7 rule3; θ sweep; val_bpb worse than best 1.072325; reset 9d5e88a
51d4eb5	1.072094	8.8	keep	RoPE base 446000 to 445000	0.840	BREAK	δ>0.7 stagnation; setsid+nohup-style bg for full run; val_bpb improved vs best 1.072325
7823218	1.072694	8.8	discard	RoPE base 445000 to 447500	0.758	BREAK	δ>0.7 rule3; θ interp toward 448k lineage; val_bpb worse than best 1.072094; reset 51d4eb5
e09dc8b	1.072694	8.8	discard	RoPE base 445000 to 444000	0.830	BREAK	δ>0.7 last-k; lower θ vs 447.5k fail; val_bpb worse than best 1.072094; reset 51d4eb5
57dc549	1.072123	8.8	discard	FINAL_LR_FRAC 0.06 to 0.065	0.850	BREAK	δ>0.7 last-k stagnation; schedule tail floor bump; val_bpb worse than best 1.072094; reset 51d4eb5
88b093c	0.000000	0.0	crash	MATRIX_LR 0.04 to 0.0395; CUDA OOM mid-train (multi-process/compile); no val line	0.920	BREAK	δ≈0.92 rule3; Muon LR bracket; reset 51d4eb5 after GPU cleanup
3875bbf	0.000000	0.0	crash	RoPE base 445k to 444500; OOM/overlapping runs corrupt log; no val line	0.920	BREAK	δ≈0.92; background+nohup races on WSL; reset 51d4eb5
46c1e01	1.072602	8.8	discard	RoPE base 445000 to 445200	0.918	BREAK	δ≈0.92 rule3; θ micro-up after GPU contention OOM retry; val_bpb worse than best 1.072094; reset 51d4eb5
e5dcf85	1.072602	8.8	discard	RoPE base 445000 to 444950	0.918	BREAK	δ≈0.92 rule3; θ micro-down toward 444k; val_bpb worse than best 1.072094; reset 51d4eb5
311df36	1.072206	8.8	discard	MATRIX_LR 0.04 to 0.04015 (Muon)	0.918	BREAK	δ≈0.92 rule3; gentle Muon LR bump; val_bpb worse than best 1.072094; reset 51d4eb5
c2c90b9	1.072144	8.8	discard	RoPE base 445000 to 445050	0.917	BREAK	δ>0.7 rule3; micro θ +50; val_bpb worse than best 1.072094; reset 51d4eb5
605d4ca	1.073345	8.8	discard	SCALAR_LR 0.5 to 0.52 (resid/x0 Adam)	0.918	BREAK	δ>0.7 last-10 stagnation; val_bpb worse than best 1.072094; reset 51d4eb5
b6375e5	1.114086	8.8	discard	RoPE base 445000 to 444900	1.000	BREAK	δ=1.0 last-10 S=RR=1 ID=0; tmux full run (line-buffered log); val_bpb worse than best 1.072094; reset 51d4eb5
b66070f	1.073345	8.8	discard	lm_head Linear bias=True zero-init	1.000	BREAK	δ=1.0 stagnation last-k; output bias BREAK; val_bpb worse than best 1.072094; reset 51d4eb5
a859fb6	1.071344	8.8	keep	RMSNorm Q/K before RoPE (vs after)	1.000	BREAK	δ=1.0 last-10 S=RR=1 ID=0 rule3; QK norm ordering BREAK; val_bpb improved vs best 1.072094
bc556a4	1.070910	8.8	keep	EMBEDDING_LR 0.6 to 0.625 (Adam wte/VE)	0.905	BREAK	δ≈0.90 (S=RR=0.9 ID≈0.07) rule3; Adam emb LR after QK-norm keep; val_bpb improved vs 1.071344
7611d2c	0.000000	0.0	crash	RMSNorm V before attention (with QK pre-RoPE)	0.828	BREAK	δ≈0.83>0.7 rule3; MCP executor wall timeout mid-train; no val_bpb in run.log; reset bc556a4
39b42df	0.000000	0.0	crash	RMSNorm V retry; run.log ends ~step453/57pct no val line	0.828	BREAK	same V-norm BREAK; process exited mid-train on host; reset bc556a4
48579bb	1.072583	8.8	discard	UNEMBEDDING_LR 0.004 to 0.00425 (lm_head Adam)	0.830	BREAK	δ>0.7 before iter; small AdamW on lm_head; val_bpb worse than best 1.070910; reset bc556a4
02f9547	0.000000	0.0	crash	RoPE base 445k to 444500	0.831	BREAK	MCP wall timeout mid-train; no val_bpb in run.log; reset bc556a4
d34b4d2	1.071687	8.8	discard	RoPE base 445k to 444500 (nohup full run)	0.831	BREAK	δ>0.7; completed train+eval; val_bpb worse than best 1.070910; reset bc556a4
1b62e12	1.071687	8.8	discard	RoPE base 445k to 445500 (theta up)	0.831	BREAK	δ>0.7; symmetric sweep vs 444500; val_bpb worse than best 1.070910; reset bc556a4
4fae92e	1.071687	8.8	discard	MATRIX_LR 0.04 to 0.0398 (Muon)	0.831	BREAK	δ>0.7; gentle Muon LR; val_bpb worse than best 1.070910; reset bc556a4
3ddb34b	1.080476	8.8	discard	wte init std 1.0 to 0.02 (GPT-style)	0.840	BREAK	δ>0.84 rule3; embedding init BREAK; val_bpb worse than best 1.070910; reset bc556a4
5c6f1a6	1.071188	8.8	discard	WARMDOWN_RATIO 0.54 to 0.58	0.840	BREAK	δ>0.7 schedule plateau BREAK; val_bpb worse than best 1.070910; reset bc556a4
9cfe0b4	1.071188	8.8	discard	EMBEDDING_LR 0.625 to 0.64 (Adam wte/VE)	0.900	BREAK	δ≈0.9 last-10 stagnation; continue emb LR ladder; val_bpb worse than best 1.070910; reset bc556a4
c9dd8ce	1.071188	8.8	discard	RoPE base 445k to 448k in _precompute_rotary_embeddings	1.000	BREAK	δ=1.0 last-10 all discard/crash (no keep in window); θ BREAK; val_bpb worse than best 1.070910; reset bc556a4
82f295e	1.071188	8.8	discard	lm_head init std 0.001 to 0.002	1.000	BREAK	δ=1.0 stagnation; output-layer init BREAK; val_bpb worse than best 1.070910; reset bc556a4
71aea53	1.071656	8.8	discard	UNEMBEDDING_LR 0.004 to 0.0035	1.000	BREAK	delta=1.0 last-10 stagnation; lower lm_head Adam LR vs failed bump; val_bpb worse than best 1.070910
f085416	1.071442	8.8	discard	EMBEDDING_LR 0.625 to 0.618	1.000	BREAK	delta=1.0 last-10; slight Adam emb LR down vs failed 0.64 up; val_bpb worse than best 1.070910
5a20d05	0.000000	0.0	crash	RoPE base 445k to 444800	1.000	BREAK	delta=1.0; run.log ends ~51pct no val_bpb (process gone); treat as crash; reset bc556a4
f822441	0.000000	0.0	crash	RoPE base 445k to 444980	1.000	BREAK	δ=1.0 last-10; MCP wall timeout mid-train (~86pct) no val_bpb; reset bc556a4
fc05b31	1.071126	8.8	discard	WARMDOWN_RATIO 0.54 to 0.545	1.000	BREAK	δ=1.0 last-10; LR tail plateau tweak; val_bpb worse than best 1.070910; reset bc556a4
0f633c0	1.071126	8.8	discard	EMBEDDING_LR 0.625 to 0.624	1.000	BREAK	δ=1.0 last-10; Adam wte/VE micro-down; val_bpb worse than best 1.070910; reset bc556a4
aedd488	1.071283	8.8	discard	FINAL_LR_FRAC 0.06 to 0.052	1.000	BREAK	delta=1.0 last-10 all discard/crash; rule3 BREAK cooler tail LR floor; val_bpb worse than best 1.070910; reset bc556a4
29abfbe	1.071438	8.8	discard	WARMDOWN_RATIO 0.54 to 0.52	1.000	BREAK	delta=1.0 last-10; longer LR plateau vs failed 0.545/0.58; val_bpb worse than best 1.070910; reset bc556a4
d6fb693	1.071518	8.8	discard	ADAM_BETAS beta1 0.8 to 0.81	1.000	BREAK	delta=1.0 last-10; AdamW beta1 bump vs failed 0.77 down; val_bpb worse than best 1.070910; reset bc556a4
11a9444	0.000000	0.0	crash	MATRIX_LR 0.04 to 0.0402	1.000	BREAK	δ=1.0 last-k=10; MCP wait timeout mid-train no val line; reset bc556a4
fc6e195	1.071277	8.8	discard	FINAL_LR_FRAC 0.06 to 0.058	1.000	BREAK	δ=1.0 last-k stagnation; cooler tail LR floor; val_bpb worse than best 1.070910; reset bc556a4
6affcdb	1.071997	8.8	discard	RMS_norm eps 1e-6 default to 1e-5	1.000	BREAK	δ=1.0 last-k stagnation; bf16 RMS epsilon bump; val_bpb worse than best 1.070910; reset bc556a4
77d1a1b	1.071697	8.8	discard	Muon momentum ramp step/300 to step/330	1.000	BREAK	δ=1.0 last-k stagnation; slower Muon β ramp in fixed 300s; val_bpb worse than best 1.070910; reset bc556a4
