commit	val_bpb	memory_gb	status	description	delta	strategy	rationale
bcb80a3	1.147517	10.2	discard	BREAK Muon MATRIX_LR 0.042 to 0.039	1.000	BREAK	δ=1.0 k=10; val_bpb 1.147517 vs best 1.068042; reset e7e0694
a1bb46f	1.069420	8.7	discard	BREAK WARMDOWN_RATIO 0.5 to 0.38 (LR schedule)	1.000	BREAK	δ=1.0; val_bpb 1.069420 vs best 1.068042; run_warmdown_a1bb46f.log; reset e7e0694
e62336b	1.068325	8.7	discard	BREAK ROPE_BASE 10080 to 10070	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.068325 vs best keep 1.068042; reset e7e0694
6594fc6	1.068325	8.7	discard	BREAK LOGIT_SOFTCAP 10.5 to 10.52	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.068325 vs best 1.068042; reset e7e0694
28c14d3	1.068325	8.7	discard	BREAK MATRIX_LR 0.042 to 0.0419	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.068325 vs best 1.068042; reset e7e0694
c6109db	1.068325	8.7	discard	BREAK WEIGHT_DECAY 0.2 to 0.19	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.068325 vs best 1.068042; reset e7e0694
dd98570	1.068325	8.7	discard	BREAK disable torch.compile (USE_TORCH_COMPILE False)	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; eager A/B val_bpb 1.068325 vs best 1.068042; reset e7e0694
ADAPT	0.000000	0.0	adapt	parameter adaptation at iter 150	0.000	ADAPT	θ_guard: 0.3→0.3; θ_break: 0.7→0.7; δ-bins: GUARD cells lack ≥3 samples for stable rates; [0.8,1.0) BREAK n=96 keep≈0.146; no robust GUARD/BREAK crossover; thresholds unchanged
ed96cd3	1.068325	8.7	discard	BREAK WARMUP_RATIO 0 to 0.01	1.000	BREAK	δ=1.0 post-ADAPT@150 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.068325 vs best 1.068042; reset e7e0694
ebd04d5	1.127680	8.7	discard	BREAK Post-LN blocks norm after attn/MLP residuals attn RMSNorm on branch input	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.127680 vs best keep 1.068042 e7e0694; reset e7e0694
07699ab	1.068287	8.7	discard	BREAK ROPE_BASE 10080 to 10090	1.000	BREAK	δ=1.0 k=10; val_bpb 1.068287 vs best 1.068042 e7e0694; reset e7e0694
c892a27	1.082823	8.7	discard	BREAK MLP ReLU-squared to tanh-approx GELU	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.082823 vs best 1.068042 e7e0694; reset e7e0694
617526c	1.067743	8.7	keep	BREAK pre-RoPE Q/K RMSNorm remove post-RoPE Q/K norm	1.000	BREAK	δ=1.0 S=1 RR=1 ID=0 θg=0.3 θb=0.7; val_bpb improved vs prior best 1.068042 e7e0694
982e1f7	1.074797	9.1	discard	BREAK pre-RoPE RMSNorm on V after value residual	0.907	BREAK	δ≈0.907>θb=0.7 k=10; val_bpb worse vs best 1.067743 617526c; reset 617526c
d51a40d	0.000000	0.0	crash	BREAK LOGIT_SOFTCAP 10.5 to 10.65	0.907	BREAK	δ=0.907>θb=0.7; training run interrupted before val_bpb (no grep match in run.log); reset 617526c
a62a3b7	1.067388	8.3	keep	BREAK MLP FFN 4x to hidden 3.5x (7*n_embd//2)	0.907	BREAK	δ≈0.907>θb=0.7; val_bpb improved vs prior best 1.067743 (617526c); advance
bd83156	0.000000	0.0	crash	BREAK ROPE_BASE 10100 + Muon MATRIX_LR 0.0423	0.825	BREAK	δ=0.825>θb=0.7; single MCP train call timed out before val_bpb; reset a62a3b7
53081af	1.146825	8.3	discard	BREAK LOGIT_SOFTCAP 10.5 to 10.42 (tanh logits)	0.825	BREAK	δ=0.825>θb=0.7; val_bpb worse vs best 1.067388 a62a3b7; run_iter158_poll.log; reset a62a3b7
2b58dde	1.070383	9.8	discard	BREAK train CE label_smoothing 0.01 (eval unsmoothed)	0.825	BREAK	δ=0.825>θb=0.7; val_bpb worse vs best keep 1.067388 a62a3b7; reset a62a3b7
4ab23e4	1.066984	8.3	keep	BREAK AdamW beta2 0.93 to 0.925 (Adam second moment)	0.825	BREAK	δ=0.825>θb=0.7; val_bpb improved vs best 1.067388 a62a3b7; advance
95eb450	1.067292	8.3	discard	BREAK AdamW beta2 0.925 to 0.922 (second-moment decay)	0.744	BREAK	δ=0.744>θb=0.7; val_bpb worse vs best 1.066984 4ab23e4; reset 4ab23e4
66d1659	1.066950	8.3	keep	BREAK AdamW beta2 0.925 to 0.927 (interpolate toward 0.93)	0.744	BREAK	δ=0.7436>θ_break=0.7 k=10 S=RR=0.7 ID≈0.082; val_bpb improved vs prior best 1.066984
cb27479	1.067073	8.3	discard	SIMPLIFY drop section banners and optimizer/param prints; one-line startup	0.667	SIMPLIFY	θg≤δ=0.667≤θb ΔC≈-5.9%; val_bpb worse vs best 1.066950 66d1659; reset 66d1659
9441132	1.067160	8.3	discard	BREAK AdamW beta2 0.927 to 0.928 (second-moment decay)	0.747	BREAK	δ≈0.747>θ_break=0.7 k=10 S=RR=0.7 ID≈0.064; val_bpb worse vs best keep 1.066950 66d1659; reset 66d1659
98d0424	1.067370	8.3	discard	BREAK Muon MATRIX_LR 0.042 to 0.04195	0.748	BREAK	δ≈0.748>θ_break=0.7 k=10 post-9441132; micro-lower Muon LR; val_bpb worse vs best 1.066950 66d1659; reset 66d1659
d9c0073	1.066786	8.3	keep	BREAK VE_GATE_CHANNELS 32 to 48 (config.ve_gate_channels)	0.747	BREAK	δ=0.747>θ_break=0.7 k=10; wider value-embedding gate slice; val_bpb improved vs prior best 1.066950 (66d1659); advance
eda5705	1.066913	8.3	discard	BREAK LOGIT_SOFTCAP 10.5 to 10.42 after VE48 keep	0.750	BREAK	δ≈0.750>θ_break=0.7 k=10; logit tanh cap nudge hurt val_bpb vs best 1.066786 (d9c0073); reset d9c0073
378524f	0.000000	0.0	crash	BREAK AdamW beta2 0.927 to 0.926	0.750	BREAK	δ=0.7499>θb=0.7; run.log no val_bpb MCP request timeout ~step66; reset d9c0073
58bb8f4	1.066681	8.3	keep	BREAK AdamW beta2 0.927 to 0.926 (nohup run)	0.750	BREAK	delta~0.75>theta_b; val_bpb 1.066681 improved vs best 1.066786 d9c0073; advance
17c2b3e	1.066631	8.3	keep	SIMPLIFY remove nonessential startup prints (no train math change)	0.671	SIMPLIFY	θg≤δ=0.671≤θb ΔC<0; setsid run; val_bpb 1.066631 vs prior best 1.066681; advance
84e5511	1.066989	8.3	discard	SIMPLIFY remove section banner comments only	0.675	SIMPLIFY	θg≤δ=0.675≤θb; val_bpb worse vs best 1.066631; reset 17c2b3e
0eebb82	1.067053	8.3	discard	SIMPLIFY strip Muon fused-step/MuonAdamW comments only	0.680	SIMPLIFY	δ≈0.68 θg≤δ≤θb comment-only; worse vs best 1.066631; reset 17c2b3e
cd485ac	1.066648	8.3	discard	SIMPLIFY remove GPT/optimizer/train divider banners	0.680	SIMPLIFY	θ_guard≤δ≤θ_break simplify-band cosmetic banners; 1.066648 vs best 1.066631; reset 17c2b3e
8be34c8	1.066648	8.3	discard	BREAK MATRIX_LR 0.042 to 0.04198 (Muon); SIMPLIFY×3 escape	0.680	BREAK	θg≤δ≤θ_break but SIMPLIFY triple-discard escape forces BREAK; Muon micro-LR; same val vs baseline noise vs keep 1.066631; reset 17c2b3e
9b4b083	1.066802	8.3	discard	SIMPLIFY compact hyperparameter block strip EOL comments	0.680	SIMPLIFY	δ mid-band; comment-only hparam block; val_bpb worse vs best 1.066631; reset 17c2b3e
354d505	1.200098	7.9	discard	BREAK 2:1 GQA n_kv=num_heads//2 when n_head even	0.754	BREAK	δ=0.754>θ_break=0.7; val_bpb 1.200 vs best 1.066631 17c2b3e; reset
d9390f8	0.000000	0.0	crash	BREAK learnable RMSNorm affine QK+blocks; loss frozen ~9.01 under compile	0.836	BREAK	δ=0.836>θb; dtype mismatch bf16 vs fp32 rms weight; no val_bpb; reset 17c2b3e
91bb20a	1.066995	8.3	discard	BREAK UNEMBEDDING_LR 0.004 to 0.0042 (lm_head Adam)	0.836	BREAK	δ=0.836>θ_break=0.7; val_bpb 1.066995 vs best 1.066631; reset 17c2b3e
74e9be9	1.068191	8.5	discard	BREAK attention output dropout 0.02 after c_proj (train-only)	0.836	BREAK	δ≈0.836>θb=0.7 k=10 S=0.8 RR=0.8 ID≈0.021; val_bpb worse vs best 1.066631 17c2b3e; reset best
762bf74	1.067511	8.7	discard	BREAK MLP FFN hidden 3.5x to 4x (standard width)	0.917	BREAK	δ=0.917>θb=0.7 k=10 S=RR=0.9 ID≈0.014; val_bpb worse vs best 1.066631 17c2b3e; reset
2f62880	1.066820	8.3	discard	BREAK torch.set_float32_matmul_precision high to highest	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.066820 vs best 1.066631 17c2b3e; reset
ca06102	1.067009	8.3	discard	BREAK SCALAR_LR 0.52 to 0.523 (Adam resid/x0)	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.067009 vs best keep 1.066631 17c2b3e; nohup run_iter183_scalar523.log; reset 17c2b3e
c38cbef	1.066922	8.3	discard	BREAK Muon momentum terminal 0.95 to 0.952	1.000	BREAK	δ=1.0 k=10; val_bpb 1.066922 vs best keep 1.066631 17c2b3e; run_iter184_mom952.log; reset 17c2b3e
be4e9c4	1.066517	8.3	keep	BREAK Muon momentum ramp start 0.85 to 0.852 (terminal 0.95)	1.000	BREAK	δ=1.0 k=10; val_bpb improved 1.066631→1.066517; run_iter185_mom0852.log; advance
96aa9d7	1.067923	8.3	discard	BREAK AdamW beta2 0.926 to 0.925	0.914	BREAK	δ≈0.914>θb=0.7 k=10; val_bpb worse vs best 1.066517 be4e9c4; reset be4e9c4
0ba7187	1.067074	8.3	discard	BREAK Muon MATRIX_LR 0.042 to 0.04203	0.914	BREAK	δ≈0.914>θb=0.7; val_bpb 1.067074 vs best 1.066517 be4e9c4; reset be4e9c4
a1c069a	0.000000	0.0	crash	BREAK train-only wte embedding noise std=0.012 on wte output	0.920	BREAK	δ=0.92>θb=0.7 k=10; MCP executor wall timeout mid-train (~step72) no val_bpb; reset be4e9c4
d4b2f58	1.067681	8.3	discard	BREAK AdamW weight_decay 0.012 on wte and value_embeds only	0.920	BREAK	δ=0.92>θb=0.7 k=10; val_bpb worse vs best 1.066517 be4e9c4; nohup run completed; reset be4e9c4
1712a2e	1.066590	8.3	discard	BREAK WINDOW_PATTERN LSSSLSSL vs SSSL (early/mid global)	0.914	BREAK	δ=0.914>θb=0.7; val_bpb 1.066590 vs best keep 1.066517 be4e9c4; run_iter190.log; reset be4e9c4
948dcbf	1.067185	8.3	discard	BREAK VE_GATE_CHANNELS 48 to 40	0.914	BREAK	δ=0.914>θb=0.7; val_bpb 1.067185 vs best 1.066517 be4e9c4; run_iter191.log; reset be4e9c4
509876a	1.066804	8.3	discard	BREAK WINDOW_PATTERN SSLL vs SSSL	0.914	BREAK	δ=0.914>θb=0.7; val_bpb 1.066804 vs best 1.066517 be4e9c4; run_iter192.log; meso@190 k=10 still high discard rate; reset be4e9c4
553af2e	1.067214	8.3	discard	BREAK LOGIT_SOFTCAP 10.5 to 10.48	0.914	BREAK	δ=0.914 S=0.9 RR=0.9 ID≈0.032 θg=0.3 θb=0.7; val_bpb worse vs best 1.066517 be4e9c4; run_iter193_softcap.log; reset be4e9c4
39122ea	1.067623	8.3	discard	BREAK VE_GATE_CHANNELS 48 to 56	0.914	BREAK	δ=0.914 k=10; val_bpb 1.067623 vs best 1.066517 be4e9c4; run_iter194_ve56.log; reset be4e9c4
e9b44e8	1.066816	8.3	discard	BREAK ROPE_BASE 10080 to 10075	0.914	BREAK	δ=0.914 k=10; val_bpb 1.066816 vs best 1.066517 be4e9c4; run_iter195_rope.log; reset be4e9c4
614cf82	1.066917	8.3	discard	LOGIT_SOFTCAP 10.5 to 10.53	1.000	BREAK	δ=1.0 S=RR=1 ID=0 θg=0.3 θb=0.7; val_bpb 1.066917 vs best keep 1.066517 be4e9c4; nohup run.log complete; reset be4e9c4
6d31c69	1.067444	8.3	discard	BREAK ROPE_BASE 10080 to 10085	1.000	BREAK	δ=1.0 k=10 S=RR=1 ID=0 θg=0.3 θb=0.7; run.log val_bpb 1.067444 vs best 1.066517 be4e9c4; backlog log; reset be4e9c4
197116e	0.000000	0.0	crash	BREAK ROPE_BASE 10080 to 10081	1.000	BREAK	δ=1.0 k=10; run.log stopped ~step76 no val_bpb MCP executor timeout; reset be4e9c4
71b9218	1.067183	8.3	discard	BREAK ROPE_BASE 10080 to 10081 retry	1.000	BREAK	δ=1.0 k=10; poll-completed run.log val 1.067183 vs best 1.066517 be4e9c4; reset be4e9c4
ADAPT	0.000000	0.0	adapt	parameter adaptation at iter 200	0.000	ADAPT	θ_guard: 0.3→0.3; θ_break: 0.7→0.7; δ-bins: no cell has GUARD n≥3 and BREAK n≥3 together; BREAK-only [0.6,0.8) n=44 keep≈0.159 [0.8,1.0) n=129 keep≈0.140; thresholds unchanged
