commit	val_bpb	memory_gb	status	description	delta	strategy	rationale
5d05904	1.097775	16.3	discard	WARMDOWN_RATIO 0.42 to 0.41 longer high-LR plateau	0.840	BREAK	δ=0.84>θ_break 0.8; schedule tweak; val_bpb 1.097775>1.097674 best; reset 8acd88e
d86bb59	0.000000	0.0	crash	one-line polar coeffs + nn.init in init_weights	0.795	SIMPLIFY	δ=0.795 θ_guard≤δ≤θ_break 0.3–0.8 mid-band SIMPLIFY; executor timeout mid-train ~step58 no val_bpb; reset 8acd88e
5ac6520	1.097697	16.3	discard	one-line polar coeffs + nn.init in init_weights (full run)	0.795	SIMPLIFY	δ=0.795 θ_guard≤δ≤θ_break 0.3–0.8; equiv refactor; val_bpb 1.097697>best 1.097674; reset 8acd88e
8a0fc62	1.097830	16.3	discard	drop estimate_flops and MuonAdamW docstrings	0.795	SIMPLIFY	δ=0.795 mid-band SIMPLIFY −3 LOC zero runtime; val_bpb 1.097830>best 1.097674; reset 8acd88e
fcbf2db	1.116337	20.3	discard	PaLM z-loss on logsumexp(logits) coef 1e-4	0.834	BREAK	δ=0.834>θ_break 0.8 S=0.8 RR=0.8 ID≈0.029; training regularizer hurt val_bpb vs best 1.097674; reset 8acd88e
4850f07	1.113111	17.6	discard	HEAD_DIM 96 → n_embd 576 n_head 6 (depth 6)	0.834	BREAK	δ=0.834>θ_break 0.8; attention geometry/capacity change; val_bpb 1.113111>best 1.097674; reset 8acd88e
c419395	1.097281	16.3	keep	AdamW beta1 0.75 to 0.72 (ADAM_BETAS)	0.920	BREAK	δ=0.92>θ_break 0.8 S=0.9 RR=0.9 ID=0; faster AdamW m on non-Muon params; val_bpb 1.097281<1.097674 prior best; advance
8d5ce4d	0.000000	0.0	crash	DEPTH 5 ASPECT_RATIO 102 n_embd 512 4-head	0.905	BREAK	δ≈0.905>θ_break 0.8 S=0.9 RR=0.9 ID≈0.076; no reliable val_bpb (MCP cmd wall limits; overlapping train.py runs garbled logs); reset c419395
5240bbf	0.000000	0.0	crash	ASPECT_RATIO 85 to 88 n_embd 640 DEVICE_BATCH 32	0.905	BREAK	δ=0.905>θ_break 0.8; mid-train abort ~step12 no val_bpb in run.log; reset c419395
ebba145	1.117951	9.8	discard	ASPECT_RATIO 88 n_embd 640 DEVICE_BATCH 16 grad_accum 16	0.905	BREAK	δ=0.905>θ_break 0.8; full 300s run val_bpb 1.117951 vs best 1.097281; reset c419395
10694c5	1.097774	16.3	discard	AdamW beta1 0.72 to 0.70 (ADAM_BETAS)	0.905	BREAK	δ≈0.905>θ_break 0.8 S=0.9 RR=0.9 ID≈0.076; val_bpb 1.097774>best 1.097281; reset c419395
42a1093	1.097310	16.3	discard	WARMDOWN_RATIO 0.42 to 0.43 (longer LR plateau)	0.905	BREAK	δ≈0.905>θ_break 0.8; val_bpb 1.097310>best 1.097281; reset c419395
b8e1eab	1.097754	16.3	discard	FINAL_LR_FRAC 0.12 to 0.115 (lower cosine floor)	0.905	BREAK	δ≈0.905>θ_break 0.8; val_bpb 1.097754>best 1.097281; reset c419395
da6fc0a	0.000000	0.0	crash	SwiGLU FFN hidden 3.5x to 3.25x (13/4 n_embd)	0.881	BREAK	δ=0.881>θ_break 0.8 S=0.9 RR=0.9 ID≈0.196; train killed ~step58 no val_bpb (nohup/MCP); reset c419395
44bdfa6	1.097483	15.9	discard	SwiGLU FFN 3.5x to 3.25x screen full run	0.881	BREAK	δ=0.881>θ_break 0.8; val_bpb 1.097483>best 1.097281; reset c419395
c5d2b03	1.121277	16.5	discard	SwiGLU FFN 3.5x to 3.6x (18/5 n_embd)	0.881	BREAK	δ≈0.88>θ_break 0.8; wider FFN slower step ~1.27s val_bpb 1.121277>>1.097281; reset c419395
e6036b5	1.097794	16.3	discard	WINDOW_PATTERN SSSS depth6 short windows last layer full	0.905	BREAK	δ=0.905>θ_break 0.8 S=RR=0.9 ID≈0.076; vs LLLL val_bpb 1.097794>best 1.097281; reset c419395
3f1cffa	0.000000	0.0	crash	Muon polar-express ns_steps 6 to 7	1.000	BREAK	δ=1.0 S=RR=1.0 last10 ID=0 θ_break=0.8; train died ~step15 no val_bpb (run_i146.log); reset c419395
88d9d7a	1.097145	16.3	keep	ve_gate input channels 16 to 12	1.000	BREAK	δ=1.0>θ_break 0.8 S=RR=1.0 ID=0; narrower VE gate inputs; val_bpb 1.097145<1.097281 prior best; advance
f487b74	1.097131	16.3	keep	MATRIX_LR 0.0550 to 0.0565 (+2.7% Muon)	0.920	BREAK	δ≈0.92>θ_break 0.8 S=0.9 RR=0.9 ID=0; Muon matrix LR bump; val_bpb 1.097131<1.097145 prior best; advance
67d0200	0.000000	0.0	crash	ROPE_BASE 106000 to 101500	0.840	BREAK	δ=0.84>θ_break 0.8; MCP executor 600s wall timeout mid-train no val_bpb; reset f487b74
48217da	1.097616	16.3	discard	ROPE_BASE 106000 to 101500 (solo log)	0.840	BREAK	δ=0.84>θ_break 0.8; run_iter147_solo.log full 300s; val_bpb 1.097616>best 1.097131; reset f487b74
ADAPT	0.000000	0.0	adapt	parameter adaptation at iter 150	0.000	ADAPT	θ_guard: 0.3→0.3; θ_break: 0.8→0.8 | bins: GUARD [0,0.2)4/4k [0.2,0.4)2/5k rest insuff; BREAK [0.6,0.8)5/23k [0.8,1)18/74k; no δ-bin with ≥3 GUARD and ≥3 BREAK jointly for crossover; keep prior (clamp ok)
bba0873	1.097871	16.3	discard	ROPE_BASE 106000 to 107500 (+1.4%)	0.839	BREAK	δ≈0.839>θ_break 0.8 S=0.8 RR=0.8 ID≈0.0028; run_iter151.log full 300s; val_bpb 1.097871>best 1.097131; reset f487b74
5761c1e	1.097290	16.3	discard	ROPE_BASE 106000 to 104000 (~-1.9%)	0.839	BREAK	δ≈0.839>θ_break 0.8; run_iter152.log full 300s; val_bpb 1.097290>best 1.097131; reset f487b74
12cb418	1.097457	16.3	discard	EMBEDDING_LR 0.648 to 0.660 (+1.85%)	0.837	BREAK	δ=0.837>θ_break 0.8 S=0.8 RR=0.8 ID=0.015; run_iter153.log full; val_bpb 1.097457>best 1.097131; reset f487b74
0ff65fb	1.097509	16.3	discard	UNEMBEDDING_LR 0.0042 to 0.00433 (+3.1%)	0.837	BREAK	δ≈0.837>θ_break 0.8; run_iter154.log full; val_bpb 1.097509>best 1.097131; reset f487b74
41e4484	0.000000	0.0	crash	hoist head_dim in init_weights; drop duplicate rotary line	0.757	SIMPLIFY	δ≈0.757 θ_guard≤δ≤θ_break 0.3–0.8 mid-band SIMPLIFY; executor wall timeout mid-train no val_bpb in run.log; reset f487b74
e843401	1.097699	16.3	discard	hoist head_dim retry (nohup+timeout 520 full run)	0.757	SIMPLIFY	δ≈0.757 mid-band SIMPLIFY equiv init; val_bpb 1.097699>best 1.097131; reset f487b74
6d05841	1.097699	16.3	discard	MATRIX_LR 0.0565 to 0.0578 (+2.3% Muon)	0.839	BREAK	δ≈0.839>θ_break 0.8 S=RR=0.8 ID≈0.003; val_bpb 1.097699>best 1.097131; reset f487b74
45dc201	1.304573	16.3	discard	Muon ns_steps 6 to 5 (polar express)	0.920	BREAK	δ=0.92>θ_break 0.8 S=RR=0.9 ID=0; run_iter155.log full 300s; val_bpb 1.304573>>1.097131 (possible GPU contention with parallel uv runs); reset f487b74
b8753ce	1.098228	16.3	discard	WARMDOWN_RATIO 0.42 to 0.38 (longer full-LR plateau)	1.000	BREAK	δ=1.0>θ_break 0.8 S=RR=1.0 ID=0; run_iter156.log; val_bpb 1.098228>best 1.097131; reset f487b74
1679b53	0.000000	0.0	crash	TOTAL_BATCH_SIZE 2^19 to 2^18; executor wall timeout ~step100 no val_bpb	1.000	BREAK	δ=1.0 S=RR=1 ID=0 θ_break=0.8; half tokens/opt-step; MCP train cmd timed out before eval; reset f487b74
3a8ee00	1.079446	16.3	keep	TOTAL_BATCH_SIZE 2^19 to 2^18 grad_accum 8 to 4	1.000	BREAK	δ=1.0 S=RR=1 ID=0 θ_break=0.8; nohup full run run_iter158_full.log; val_bpb 1.079446<1.097131 prior best; advance
9b31071	1.224240	16.3	discard	SCALAR_LR 0.525 to 0.532 (+1.3% Adam on resid/x0)	0.259	GUARD	δ=0.259 S=0.9 RR=0.9 ID≈3.30 θ_guard=0.3 θ_break=0.8; GUARD scalar LR; full run run_iter159.log; val_bpb 1.224240>>best 1.079446; reset 3a8ee00
a6fe09c	1.079693	16.3	discard	WINDOW_PATTERN SSSS depth6 (short win layers 0-4 full last)	1.000	BREAK	δ=1.0 S=RR=1.0 ID=0 θ_break=0.8; more steps/~550 in 300s vs LLLL; val_bpb 1.079693>best 1.079446; reset 3a8ee00
1f5a70c	1.079949	16.3	discard	ADAM_BETAS beta1 0.72 to 0.74	1.000	BREAK	δ=1.0 S=RR=1.0 ID=0 θ_break=0.8; slower AdamW m1 on non-Muon; run_iter161.log; val_bpb 1.079949>best 1.079446; reset 3a8ee00
37f45fe	0.000000	0.0	crash	MATRIX_LR 0.0565 to 0.0570 GUARD	0.241	GUARD	δ≈0.241<θ_guard 0.3; MCP run_command wall timeout ~600s before eval; run.log partial ~step101 no val_bpb; reset 3a8ee00
e621010	1.079960	16.3	discard	MATRIX_LR 0.0565 to 0.0570 (+0.88% Muon)	0.241	GUARD	δ≈0.241<θ_guard 0.3; solo GPU run_iter163_clean.log after killing stray procs; val_bpb 1.079960>best 1.079446; reset 3a8ee00
4fbe36f	1.079616	16.3	discard	FINAL_LR_FRAC 0.12 to 0.125 (+4% tail floor)	0.241	GUARD	δ≈0.241<θ_guard 0.3; nohup run_iter164.log full 300s; val_bpb 1.079616>best 1.079446; reset 3a8ee00
0744b5f	1.079372	16.3	keep	EMBEDDING_LR 0.648 to 0.651 (+0.46%)	0.241	GUARD	δ≈0.241<θ_guard 0.3; setsid run_iter165.log full 300s; val_bpb 1.079372<1.079446 prior best; advance
ae8ca80	1.079815	16.3	discard	SIMPLIFY: remove num_scaling_params; compact estimate_flops; polar tuple	0.490	SIMPLIFY	delta~0.490 mid-band theta_g=0.3 theta_b=0.8; train.py 597->576 lines; screen run_iter166_screen.log full 300s; val_bpb 1.079815>best 1.079372; reset 0744b5f
5f3c4c9	1.079584	16.3	discard	SIMPLIFY: inline build_model_config + LR schedule (no helpers)	0.490	SIMPLIFY	delta~0.490 mid-band; train.py 597->591 lines; screen run_iter167_screen.log; val_bpb 1.079584>best 1.079372; reset 0744b5f
e8d7211	1.089826	16.3	discard	one-cycle LR: first half ramp 0.1-1, second cosine to FINAL_LR_FRAC	0.837	BREAK	δ=0.837>θ_break 0.8 S=0.8 RR=0.8 ID≈0.014; replaces plateau+warmdown; val_bpb 1.089826>best 1.079372; reset 0744b5f
b294fed	1.081750	16.2	discard	SwiGLU FFN hidden 3.5x to 3.45x n_embd	0.920	BREAK	δ=0.92>θ_break 0.8; narrower FFN; solo run_iter172_clean.log; val_bpb 1.081750>best 1.079372; reset 0744b5f
b79220d	1.079099	16.3	keep	SCALAR_LR 0.525 to 0.532 (+1.3% Adam on resid/x0)	0.920	BREAK	δ=0.92 S=0.9 RR=0.9 ID≈0 (_ct_metrics); θ_break=0.8; nudge scalar Adam on resid_lambdas/x0_lambdas; val_bpb 1.079099<1.079372 prior best; advance
f2c46c1	0.000000	0.0	crash	MATRIX_LR 0.0565 to 0.0573 (+1.42% Muon)	0.840	BREAK	δ=0.84>θ_break 0.8 S=RR=0.8 ID=0; shell-executor MCP wall limit + overlapping uv runs left no val_bpb in run.log; abandoned commit; reset b79220d
d52d3e4	1.079418	16.3	discard	WINDOW_PATTERN LLSL mid-stack short window vs LLLL	0.833	BREAK	δ=0.833>θ_break 0.8 S=0.8 RR=0.8 ID≈0.034; LLSL hurt val_bpb vs best 1.079099; reset b79220d
aa99a4e	1.081441	16.4	discard	SwiGLU hidden 57/16 n_embd (~3.56x vs 7/2)	0.833	BREAK	δ≈0.833>θ_break 0.8; wider FFN +295k params; run_iter173_ffn.log; val_bpb 1.081441>best 1.079099; reset b79220d
0712da4	1.078397	16.3	keep	WARMDOWN_RATIO 0.42 to 0.48 (earlier cosine LR tail)	0.840	BREAK	δ=0.84>θ_break 0.8 S=0.8 RR=0.8 ID=0; plateau ends ~52pct time vs 58pct; full run run.log; val_bpb 1.078397<1.079099 prior best; advance
cab936f	1.078397	16.3	discard	SIMPLIFY compact num_scaling_params; trim GPT __init__ comments	0.760	SIMPLIFY	δ=0.76 θ_guard≤δ≤θ_break 0.3–0.8; equiv refactor −5 LOC; val_bpb tied best 1.078397; reset 0712da4
0ccc721	1.078397	16.3	discard	WARMDOWN_RATIO 0.48 to 0.50 earlier cosine	0.840	BREAK	δ=0.84>θ_break 0.8; val_bpb tied best 1.078397; reset 0712da4
e2b3ef0	1.078397	16.3	discard	ROPE_BASE 106000 to 105500	0.840	BREAK	δ=0.84>θ_break 0.8; val_bpb tied best 1.078397; reset 0712da4
158c8a9	1.078397	16.3	discard	WARMDOWN_RATIO 0.48 to 0.46 (longer high-LR plateau)	0.840	BREAK	val_bpb tied best 1.078397 per protocol equal→reset; run.log full 300s
f0a642d	1.078397	16.3	discard	WARMDOWN_RATIO 0.48 to 0.47 (mid sweep)	0.840	BREAK	δ=0.84>θ_break 0.8; val_bpb tied best 1.078397 vs 0712da4; reset 0712da4
da01680	0.000000	0.0	crash	MATRIX_LR 0.0565 to 0.0568 (+0.53% Muon)	0.840	BREAK	δ=0.84>θ_break 0.8; MCP run_command wall timeout / incomplete run.log no val_bpb; reset 0712da4
1947034	1.078473	16.3	discard	WEIGHT_DECAY 0.2 to 0.185 (lower Muon base WD)	0.920	BREAK	δ=0.92 S=RR=0.9 ID=0 θ_break=0.8; full run run.log; val_bpb 1.078473>best 1.078397; reset 0712da4
b854b61	0.000000	0.0	crash	ve_gate input channels 12 to 10	0.920	BREAK	δ=0.92>θ_break 0.8; bg/MCP run ended before eval no val_bpb in run_iter185_ve10.log; reset 0712da4
e26d75e	1.079016	16.3	discard	Muon WD floor 15pct base vs linear-to-zero	0.920	BREAK	δ=0.92>θ_break 0.8; val_bpb 1.079016>best 1.078397; run.log full 300s; reset 0712da4
c8da6fc	1.078759	16.3	discard	ADAM_BETAS beta1 0.72 to 0.71	0.920	BREAK	δ=0.92 S=RR=0.9 ID=0 θ_break=0.8; val_bpb 1.078759>best 1.078397; reset 0712da4
27f6e2e	1.078494	16.3	discard	FINAL_LR_FRAC 0.12 to 0.115 (lower tail floor)	1.000	BREAK	δ=1.0 S=RR=1.0 ID=0 θ_break=0.8; val_bpb 1.078494>best 1.078397; reset 0712da4
8ae34dc	0.000000	0.0	crash	TOTAL_BATCH_SIZE 2**17 grad_accum 2 more opt steps	1.000	BREAK	δ=1.0>θ_break 0.8; train aborted ~step85 no val_bpb (wrapper/MCP); reset 0712da4
dc389d6	0.000000	0.0	crash	FINAL_LR_FRAC 0.12 to 0.11 (cosine tail floor)	1.000	BREAK	δ=1.0>θ_break 0.8; nohup run stopped ~step85 no val_bpb/train_finished.flag; reset 0712da4
d8c8c45	0.000000	0.0	crash	train-only label_smoothing 0.01 eval hard CE	1.000	BREAK	δ=1.0 S=RR=1.0 ID=0 θ_break=0.8; MCP timeout + nohup died ~step122 run.log no val_bpb; reset 0712da4
97564d1	0.000000	0.0	crash	ROPE_BASE 106000 to 106250	1.000	BREAK	δ=1.0 S=RR=1 ID=0 θ_break=0.8; MCP run_command 900s wall timeout mid-train ~step101 no val_bpb; reset 0712da4
db9a0e6	1.079673	16.3	discard	ROPE_BASE 106000 to 106250 (solo GPU full 300s)	1.000	BREAK	δ=1.0>θ_break 0.8; stray train procs killed first; val_bpb 1.079673>best 1.078397; reset 0712da4
dc4cf17	1.079673	16.3	discard	WARMDOWN_RATIO 0.48 to 0.44	1.000	BREAK	δ=1.0>θ_break 0.8; nohup full run run.log; val_bpb 1.079673>best 1.078397; reset 0712da4
e42d60c	1.079627	16.3	discard	UNEMBEDDING_LR 0.0042 to 0.00412 (~-1.9%)	1.000	BREAK	δ=1.0 S=RR=1.0 last10 ID=0 θ_break=0.8; lower lm_head LR; val_bpb 1.079627>best 1.078397; run_iter196.log full 300s; reset 0712da4
12acf81	1.079304	16.3	discard	ROPE_BASE 106000 to 105800 (-0.19%)	1.000	BREAK	δ=1.0 S=RR=1.0 last10 ID=0 θ_break=0.8; val_bpb 1.079304>best 1.078397; run_iter197.log full 300s; reset 0712da4
88d9ba6	1.079248	16.3	discard	Muon momentum terminal 0.95 to 0.955 (300-step ramp)	1.000	BREAK	δ=1.0 S=RR=1.0 ID=0 θ_break=0.8; run_iter198_sync.log full; val_bpb 1.079248>best 1.078397; reset 0712da4
4d5de20	0.000000	0.0	crash	value embeddings on all layers has_ve True	1.000	BREAK	δ=1.0>θ_break 0.8; train died ~step121 no val_bpb; VE params ~25M vs ~12.6M prior likely OOM/kill; reset 0712da4
a2dd90a	1.159957	8.4	discard	DEVICE_BATCH 16 grad_accum 8 same TOTAL_BATCH	1.000	BREAK	δ=1.0>θ_break 0.8; val_bpb 1.159957>>best 1.078397; ~279 steps/300s noisy opt vs 32-batch baseline; reset 0712da4
03976d8	1.080316	16.3	discard	x0_lambdas init 0.1 to 0.115 (x0 residual injection)	1.000	BREAK	δ=1.0 S=RR=1.0 last10 ID=0 θ_break=0.8; BREAK init scale; val_bpb 1.080316>best 1.078397; full run run.log; reset 0712da4
d1fad32	1.078147	16.3	keep	WARMDOWN_RATIO 0.48 to 0.49 (longer full-LR plateau)	1.000	BREAK	δ=1.0 S=RR=1.0 last10 ID=0 θ_break=0.8; schedule BREAK; val_bpb 1.078147<1.078397 prior best; advance
a85523e	1.078373	16.3	discard	FINAL_LR_FRAC 0.12 to 0.122 (cosine tail floor)	0.909	BREAK	δ≈0.909>θ_break 0.8; val_bpb 1.078373>best 1.078147; run_iter200_pre.log; reset d1fad32
ADAPT	0.000000	0.0	adapt	parameter adaptation at iter 200	0.000	ADAPT	θ_guard: 0.3→0.3; θ_break: 0.8→0.8 | bins: [0,0.2) G 4/4k [0.2,0.4) G 3/10k [0.6,0.8) B 5/23k [0.8,1) B 22/115k; no δ-bin with ≥3 GUARD and ≥3 BREAK jointly; keep prior thresholds (clamp ok)
